"lat","lon","iso3c","data_quality","action_needed"
-34.7281333333333,135.933036111111,"AUS",5,"Land mask"
-34.7267222222222,135.937094444444,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7247194444444,135.93465,"AUS",5,"Land mask"
-34.7281333333333,135.933036111111,"AUS",5,"Land mask"
-34.7190972222222,135.963802777778,"AUS",5,"Land mask"
-34.7158777777778,135.961833333333,"AUS",5,"Land mask"
-34.7179111111111,135.956961111111,"AUS",5,"Land mask"
-34.7211277777778,135.958930555556,"AUS",5,"Land mask"
-34.7190972222222,135.963802777778,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-34.6872194444444,136.080938888889,"AUS",5,"Land mask"
-34.690275,136.074158333333,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.7061833333333,136.051327777778,"AUS",5,"Land mask"
-34.7018472222222,136.048463888889,"AUS",5,"Land mask"
-34.7030333333333,136.045833333333,"AUS",5,"Land mask"
-34.7077833333333,136.048969444444,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-33.9274027777778,136.650486111111,"AUS",5,"Land mask"
-33.9274027777778,136.646908333333,"AUS",5,"Land mask"
-33.9301472222222,136.646908333333,"AUS",5,"Land mask"
-33.9301472222222,136.650486111111,"AUS",5,"Land mask"
-33.9274027777778,136.650486111111,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7267222222222,135.937094444444,"AUS",5,"Land mask"
-34.7263527777778,135.938161111111,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.7238027777778,135.935605555556,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.7263527777778,135.938161111111,"AUS",5,"Land mask"
-34.72595,135.939322222222,"AUS",5,"Land mask"
-34.7221138888889,135.937366666667,"AUS",5,"Land mask"
-34.7229944444444,135.936447222222,"AUS",5,"Land mask"
-34.6871833333333,136.094697222222,"AUS",5,"Land mask"
-34.6824333333333,136.091558333333,"AUS",5,"Land mask"
-34.6872194444444,136.080938888889,"AUS",5,"Land mask"
-34.6919694444444,136.084075,"AUS",5,"Land mask"
-34.6871833333333,136.094697222222,"AUS",5,"Land mask"
-34.6697166666667,136.033902777778,"AUS",5,"Land mask"
-34.6639972222222,136.032980555556,"AUS",5,"Land mask"
-34.6664416666667,136.010758333333,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6697166666667,136.033902777778,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6664416666667,136.010758333333,"AUS",5,"Land mask"
-34.6692416666667,135.985241666667,"AUS",5,"Land mask"
-34.6749611111111,135.986161111111,"AUS",5,"Land mask"
-34.6721611111111,136.011680555556,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.690275,136.074158333333,"AUS",5,"Land mask"
-34.6998777777778,136.052841666667,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6946111111111,136.077019444444,"AUS",5,"Land mask"
-34.6154805555556,136.084136111111,"AUS",5,"Land mask"
-34.6107944444444,136.084075,"AUS",5,"Land mask"
-34.6109972222222,136.060797222222,"AUS",5,"Land mask"
-34.6156861111111,136.060858333333,"AUS",5,"Land mask"
-34.6154805555556,136.084136111111,"AUS",5,"Land mask"
-34.7148444444444,136.077377777778,"AUS",5,"Land mask"
-34.7091972222222,136.073877777778,"AUS",5,"Land mask"
-34.7154916666667,136.058969444444,"AUS",5,"Land mask"
-34.7211444444444,136.062469444444,"AUS",5,"Land mask"
-34.7148444444444,136.077377777778,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6998777777778,136.052841666667,"AUS",5,"Land mask"
-34.7018472222222,136.048463888889,"AUS",5,"Land mask"
-34.7061833333333,136.051327777778,"AUS",5,"Land mask"
-34.7042111111111,136.055702777778,"AUS",5,"Land mask"
-34.6577472222222,136.117725,"AUS",5,"Land mask"
-34.6527222222222,136.115308333333,"AUS",5,"Land mask"
-34.69705,135.979883333333,"AUS",5,"Land mask"
-34.7020805555556,135.982291666667,"AUS",5,"Land mask"
-34.6577472222222,136.117725,"AUS",5,"Land mask"
-34.6600305555556,136.086544444444,"AUS",5,"Land mask"
-34.65895,136.091063888889,"AUS",5,"Land mask"
-34.6552472222222,136.089769444444,"AUS",5,"Land mask"
-34.6557027777778,136.085030555556,"AUS",5,"Land mask"
-34.6655166666667,136.04395,"AUS",5,"Land mask"
-34.6698472222222,136.045461111111,"AUS",5,"Land mask"
-34.6600305555556,136.086544444444,"AUS",5,"Land mask"
36.5849057990001,-6.23033639999994,"ESP",5,"Land mask"
36.1561359990001,-5.92126069999995,"ESP",5,"Land mask"
37.5126638990001,-1.38386389999994,"ESP",5,"Land mask"
37.832777799,-0.666166699999962,"ESP",5,"Land mask"
37.569751899,-0.865451099999973,"ESP",5,"Land mask"
37.568758099,-0.870291099999974,"ESP",5,"Land mask"
37.572858099,-0.875269199999934,"ESP",5,"Land mask"
37.5684280990001,-0.877584199999944,"ESP",5,"Land mask"
37.808333299,-0.678333299999963,"ESP",5,"Land mask"
37.8331666990001,-0.671861099999944,"ESP",5,"Land mask"
37.832999999,-0.67752779999995,"ESP",5,"Land mask"
37.7934638990001,-0.681961099999967,"ESP",5,"Land mask"
37.8331110990001,-0.683222199999932,"ESP",5,"Land mask"
37.225917199,-1.74676369999997,"ESP",5,"Land mask"
40.8607070990001,0.85107400000004,"ESP",5,"Land mask"
36.0145305560001,14.4230805560001,"MLT",5,"Land mask"
36.0089888890001,14.4318388890001,"MLT",5,"Land mask"
36.0054305560001,14.4284388890001,"MLT",5,"Land mask"
36.0109694440001,14.4196805560001,"MLT",5,"Land mask"
36.011230556,14.4243388890001,"MLT",5,"Land mask"
36.0091694440001,14.4276,"MLT",5,"Land mask"
36.008730556,14.427188889,"MLT",5,"Land mask"
36.010788889,14.423919444,"MLT",5,"Land mask"
36.0106111110001,14.429280556,"MLT",5,"Land mask"
36.0050805560001,14.438038889,"MLT",5,"Land mask"
36.0015194440001,14.434638889,"MLT",5,"Land mask"
36.00705,14.425880556,"MLT",5,"Land mask"
36.0073194440001,14.430538889,"MLT",5,"Land mask"
36.005261111,14.4338000000001,"MLT",5,"Land mask"
36.0048194440001,14.4167138890001,"MLT",5,"Land mask"
36.0068805560001,14.4301194440001,"MLT",5,"Land mask"
37.2545619917962,27.562332,"TUR",4,"Land mask"
38.4250259923889,26.447012,"TUR",4,"Land mask"
38.9241239926373,26.817397,"TUR",4,"Land mask"
44.894106995279,13.98902,"HRV",4,"Land mask"
38.831688012365,141.662769883162,"JPN",3,"Allocate spatially"
38.1964614166582,141.078296109342,"JPN",3,"Allocate spatially"
37.7800533749991,141.045119045492,"JPN",3,"Allocate spatially"
37.348500494406,141.051654815983,"JPN",3,"Allocate spatially"
36.93709715555,140.963232586818,"JPN",3,"Allocate spatially"
36.5469471694034,140.778669336538,"JPN",3,"Allocate spatially"
36.1484585246483,140.748121506271,"JPN",3,"Allocate spatially"
35.4040366946826,140.539171359007,"JPN",3,"Allocate spatially"
35.0748606931742,140.267636326007,"JPN",3,"Allocate spatially"
34.7766379984987,139.457583460722,"JPN",3,"Allocate spatially"
34.627526651161,139.052557028079,"JPN",3,"Allocate spatially"
34.5928530978125,138.624834340787,"JPN",3,"Allocate spatially"
34.5778693446358,138.193492142312,"JPN",3,"Allocate spatially"
34.5628855914591,137.762149943838,"JPN",3,"Allocate spatially"
34.5479018382824,137.330807745363,"JPN",3,"Allocate spatially"
34.3262223069462,136.976094873319,"JPN",3,"Allocate spatially"
34.05640440442,136.639228572659,"JPN",3,"Allocate spatially"
33.7865865018939,136.302362271999,"JPN",3,"Allocate spatially"
33.5167685993678,135.965495971338,"JPN",3,"Allocate spatially"
33.7155124103929,135.222341732017,"JPN",3,"Allocate spatially"
34.0511151464481,135.034675187745,"JPN",3,"Allocate spatially"
34.4820277692309,135.010284276108,"JPN",3,"Allocate spatially"
34.4758938044074,134.622331632607,"JPN",3,"Allocate spatially"
34.4214343060949,134.194178893404,"JPN",3,"Allocate spatially"
34.3063858697257,133.339455551315,"JPN",3,"Allocate spatially"
33.8355014693106,131.701592513129,"JPN",3,"Allocate spatially"
33.8288489626607,131.270041416271,"JPN",3,"Allocate spatially"
33.6250791772967,131.460516471058,"JPN",3,"Allocate spatially"
33.3710880343444,131.809470772287,"JPN",3,"Allocate spatially"
33.074360733141,132.048266077207,"JPN",3,"Allocate spatially"
32.6727436306441,131.890201824366,"JPN",3,"Allocate spatially"
32.2711265281472,131.732137571525,"JPN",3,"Allocate spatially"
31.8695094256503,131.574073318684,"JPN",3,"Allocate spatially"
31.4678923231535,131.416009065844,"JPN",3,"Allocate spatially"
31.2088936694328,131.081232187169,"JPN",3,"Allocate spatially"
30.9744299405838,130.718935288319,"JPN",3,"Allocate spatially"
31.2004374884827,130.368006049671,"JPN",3,"Allocate spatially"
31.5184523925302,130.155352711131,"JPN",3,"Allocate spatially"
32.4952664101998,129.911204808776,"JPN",3,"Allocate spatially"
32.7935788903556,129.623700828532,"JPN",3,"Allocate spatially"
33.1647457474171,129.403437873719,"JPN",3,"Allocate spatially"
33.4167403109559,129.573491290628,"JPN",3,"Allocate spatially"
33.5505392760115,129.983830713538,"JPN",3,"Allocate spatially"
33.7269569232216,130.365292639319,"JPN",3,"Allocate spatially"
34.0584625861334,130.641670280422,"JPN",3,"Allocate spatially"
34.5426475434547,131.338177674692,"JPN",3,"Allocate spatially"
34.7400423026721,131.721995227805,"JPN",3,"Allocate spatially"
35.0059430981529,132.057642991749,"JPN",3,"Allocate spatially"
35.3003460563355,132.373249555777,"JPN",3,"Allocate spatially"
35.5138118828501,132.729555270661,"JPN",3,"Allocate spatially"
35.6417232847617,133.583230322093,"JPN",3,"Allocate spatially"
35.7056789857176,134.010067847809,"JPN",3,"Allocate spatially"
35.7696346866734,134.436905373525,"JPN",3,"Allocate spatially"
35.7474605356876,134.862323064977,"JPN",3,"Allocate spatially"
35.666324217138,135.673622872925,"JPN",3,"Allocate spatially"
36.0383952095438,135.892355087412,"JPN",3,"Allocate spatially"
36.4104662019496,136.111087301899,"JPN",3,"Allocate spatially"
36.7825371943554,136.329819516385,"JPN",3,"Allocate spatially"
37.1546081867612,136.548551730872,"JPN",3,"Allocate spatially"
37.0497940798474,137.198006492186,"JPN",3,"Allocate spatially"
37.0201996352238,137.551488669312,"JPN",3,"Allocate spatially"
37.2632696501877,137.90813635663,"JPN",3,"Allocate spatially"
37.5063396651516,138.264784043948,"JPN",3,"Allocate spatially"
37.7494096801155,138.621431731267,"JPN",3,"Allocate spatially"
37.9927193404334,138.977915845691,"JPN",3,"Allocate spatially"
38.2362863442821,139.334224307112,"JPN",3,"Allocate spatially"
38.6103547290402,139.54248160748,"JPN",3,"Allocate spatially"
38.9944154790271,139.739402772832,"JPN",3,"Allocate spatially"
39.378476229014,139.936323938184,"JPN",3,"Allocate spatially"
39.7974207837556,139.91794493713,"JPN",3,"Allocate spatially"
40.2240123855651,139.852368948311,"JPN",3,"Allocate spatially"
40.6401180426977,139.841937980461,"JPN",3,"Allocate spatially"
40.9990909297409,140.081560749438,"JPN",3,"Allocate spatially"
41.2726358481942,140.381023371146,"JPN",3,"Allocate spatially"
41.346068220793,140.806333013288,"JPN",3,"Allocate spatially"
41.4195005933918,141.231642655429,"JPN",3,"Allocate spatially"
41.2149213126879,141.520350839732,"JPN",3,"Allocate spatially"
40.8130792163275,141.677842219295,"JPN",3,"Allocate spatially"
37.6506946169471,138.719707444134,"JPN",3,"Allocate spatially"
37.4070354729364,138.362087402654,"JPN",3,"Allocate spatially"
37.1633763289257,138.004467361174,"JPN",3,"Allocate spatially"
36.8243316705371,137.277579806392,"JPN",3,"Allocate spatially"
37.0171387248092,136.639969214658,"JPN",3,"Allocate spatially"
36.6442516558972,136.420385275432,"JPN",3,"Allocate spatially"
35.8984775180732,135.981217396979,"JPN",3,"Allocate spatially"
31.1198669719201,130.705279636538,"JPN",3,"Allocate spatially"
31.3559381578523,131.067953412404,"JPN",3,"Allocate spatially"
33.551523952882,135.792512926756,"JPN",3,"Allocate spatially"
33.8221051951252,136.130222363808,"JPN",3,"Allocate spatially"
34.0926864373684,136.46793180086,"JPN",3,"Allocate spatially"
34.7112627026554,138.430816098421,"JPN",3,"Allocate spatially"
34.846549863886,139.275127548456,"JPN",3,"Allocate spatially"
31.9728828994041,-116.819874078995,"MEX",4,"Land mask"
31.9683685641319,-116.809402735197,"MEX",4,"Land mask"
31.963417102446,-116.803394587117,"MEX",4,"Land mask"
31.9586110166332,-116.795669825299,"MEX",4,"Land mask"
31.95569811494,-116.793438227441,"MEX",4,"Land mask"
31.9529307727631,-116.790004999966,"MEX",4,"Land mask"
31.9503090032706,-116.787773402108,"MEX",4,"Land mask"
31.94593922118,-116.781936915401,"MEX",4,"Land mask"
31.9329743115614,-116.775757105947,"MEX",4,"Land mask"
31.9297692205419,-116.771808894351,"MEX",4,"Land mask"
31.9501633472159,-116.770607264735,"MEX",4,"Land mask"
31.9596305103999,-116.782623560896,"MEX",4,"Land mask"
31.9676404247488,-116.793953211562,"MEX",4,"Land mask"
